transaction_id,user_id,timestamp,amount,merchant_category,device_id,country,is_fraud,fraud_type
txn_0000039,1728,2026-04-01 05:13:57,296.46,utilities,dev_1728_33055,IN,0,none
txn_0000040,540,2026-04-01 05:17:54,1121.43,fashion,dev_540_87510,NG,0,none
txn_0000041,1692,2026-04-01 05:23:49,1040.98,dining,dev_1692_49984,IN,0,none
txn_0000042,555,2026-04-01 05:25:07,182.61,fashion,dev_555_41112,IN,0,none
txn_0000043,1633,2026-04-01 05:25:26,504.15,fashion,dev_1633_59987,IN,0,none
txn_0000044,1559,2026-04-01 05:28:51,1457.15,pharmacy,dev_1559_93724,SG,0,none
txn_0000045,874,2026-04-01 05:30:37,3841.48,fashion,dev_874_12184,IN,0,none
txn_0000046,365,2026-04-01 05:30:54,1579.66,utilities,dev_365_68428,IN,0,none
txn_0000047,389,2026-04-01 05:34:57,1156.7,entertainment,dev_389_31086,IN,0,none
txn_0000048,1669,2026-04-01 05:36:03,4188.26,digital_goods,dev_1669_47843,IN,0,none
txn_0000049,841,2026-04-01 05:40:26,1752.85,grocery,dev_841_97180,IN,0,none
txn_0000050,1386,2026-04-01 05:43:10,471.68,pharmacy,dev_1386_81209,IN,0,none
txn_0000051,285,2026-04-01 05:44:36,1833.84,pharmacy,dev_285_12416,IN,0,none
txn_0000052,1503,2026-04-01 05:44:54,126.7,digital_goods,dev_1503_48262,IN,0,none
txn_0000053,182,2026-04-01 05:45:00,519.22,pharmacy,dev_182_93623,GB,0,none
txn_0000054,834,2026-04-01 05:45:08,884.43,pharmacy,dev_834_11203,IN,0,none
txn_0000055,1499,2026-04-01 05:45:52,490.6,electronics,dev_1499_69074,IN,0,none
txn_0000056,526,2026-04-01 05:47:17,2951.73,fuel,dev_526_80679,IN,0,none
txn_0000057,1721,2026-04-01 05:47:36,5626.29,electronics,dev_1721_80442,IN,0,none
txn_0000058,275,2026-04-01 05:50:23,298.85,dining,dev_275_40373,IN,0,none
txn_0000059,8,2026-04-01 05:51:08,424.92,entertainment,dev_8_51568,IN,0,none
txn_0000060,1382,2026-04-01 05:54:11,253.08,travel,dev_1382_65385,US,0,none
txn_0000061,386,2026-04-01 05:55:34,515.6,utilities,dev_386_94127,IN,0,none
txn_0000062,1087,2026-04-01 06:02:24,431.25,entertainment,dev_1087_40850,IN,0,none
txn_0000063,1516,2026-04-01 06:03:13,4210.36,entertainment,dev_1516_22521,IN,0,none
txn_0000064,1666,2026-04-01 06:03:27,1551.3,fashion,dev_1666_alt,IN,0,none
txn_0000065,892,2026-04-01 06:05:32,485.12,utilities,dev_892_alt,RU,0,none
txn_0000066,720,2026-04-01 06:05:40,1407.86,dining,dev_720_38739,IN,0,none
txn_0000067,288,2026-04-01 06:07:45,1436.26,fuel,dev_288_70945,IN,0,none
txn_0000068,470,2026-04-01 06:07:54,729.3,digital_goods,dev_470_92388,IN,0,none
txn_0000069,207,2026-04-01 06:08:24,160.37,entertainment,dev_207_35872,BR,0,none
txn_0000070,1095,2026-04-01 06:08:33,243.69,digital_goods,dev_1095_39853,IN,0,none
txn_0000071,1207,2026-04-01 06:09:31,111.09,electronics,dev_1207_96478,IN,0,none
txn_0000072,1743,2026-04-01 06:12:57,82.73,pharmacy,dev_1743_54264,IN,0,none
txn_0000073,1593,2026-04-01 06:13:44,541.07,fuel,dev_1593_58675,IN,0,none
txn_0000074,985,2026-04-01 06:18:58,743.38,utilities,dev_985_96380,IN,0,none
txn_0000075,1563,2026-04-01 06:19:28,351.7,dining,dev_1563_38433,IN,0,none
txn_0000076,752,2026-04-01 06:21:01,786.42,travel,dev_752_15477,IN,0,none
txn_0000077,1791,2026-04-01 06:22:44,250.0,fuel,dev_1791_70128,US,0,none
txn_0000078,748,2026-04-01 06:23:18,685.13,digital_goods,dev_748_89436,IN,0,none
txn_0000079,1661,2026-04-01 06:23:21,743.37,fashion,dev_1661_91850,SG,0,none
txn_0000080,1058,2026-04-01 06:24:03,355.02,utilities,dev_1058_66293,IN,0,none
txn_0000081,336,2026-04-01 06:24:51,436.23,digital_goods,dev_336_39422,IN,0,none
txn_0000082,713,2026-04-01 06:25:27,431.44,entertainment,dev_713_47248,IN,0,none
txn_0000083,1537,2026-04-01 06:26:06,64.34,entertainment,dev_1537_94220,IN,0,none
txn_0000084,720,2026-04-01 06:26:40,1849.17,electronics,dev_720_38739,IN,0,none
txn_0000085,1054,2026-04-01 06:27:07,575.91,electronics,dev_1054_78337,BR,0,none
txn_0000086,1499,2026-04-01 06:27:42,375.52,dining,dev_1499_69074,IN,0,none
txn_0000087,1180,2026-04-01 06:28:44,183.71,fashion,dev_1180_73058,GB,0,none
txn_0000088,1075,2026-04-01 06:29:15,348.59,electronics,dev_1075_37058,IN,0,none
txn_0000089,1162,2026-04-01 06:30:29,5105.34,grocery,dev_1162_78693,IN,0,none
txn_0000090,1035,2026-04-01 06:30:32,489.3,pharmacy,dev_1035_64207,US,0,none
txn_0000091,462,2026-04-01 06:32:55,329.88,utilities,dev_462_93647,IN,0,none
txn_0000092,747,2026-04-01 06:37:03,1414.04,travel,dev_747_24733,IN,0,none
txn_0000093,338,2026-04-01 06:38:33,1571.68,digital_goods,dev_338_30356,IN,0,none
txn_0000094,14,2026-04-01 06:39:34,250.08,dining,dev_14_70500,IN,0,none
txn_0000095,251,2026-04-01 06:40:05,2084.67,entertainment,dev_251_96026,IN,0,none
txn_0000096,150,2026-04-01 06:43:22,171.57,electronics,dev_150_55258,IN,0,none
txn_0000097,26,2026-04-01 06:43:30,133.51,digital_goods,dev_26_18920,IN,0,none
txn_0000098,560,2026-04-01 06:44:00,190.05,digital_goods,dev_560_20208,IN,0,none
txn_0000099,1560,2026-04-01 06:45:46,185.03,dining,dev_1560_12557,IN,0,none
txn_0000100,778,2026-04-01 06:46:14,582.13,digital_goods,dev_778_22219,IN,0,none
txn_0000101,819,2026-04-01 06:47:03,445.08,grocery,dev_819_72589,IN,0,none
txn_0000102,682,2026-04-01 06:48:07,467.18,fuel,dev_682_alt,IN,0,none
txn_0000103,1584,2026-04-01 06:49:14,1503.22,fuel,dev_1584_74875,IN,0,none
txn_0000104,1281,2026-04-01 06:49:22,405.16,grocery,dev_1281_91719,IN,0,none
txn_0000105,1124,2026-04-01 06:49:28,429.35,fuel,dev_1124_59630,IN,0,none
txn_0000106,949,2026-04-01 06:50:19,1196.39,grocery,dev_949_93278,IN,0,none
txn_0000107,992,2026-04-01 06:50:59,1384.38,electronics,dev_992_59759,IN,0,none
txn_0000108,656,2026-04-01 06:53:02,450.76,dining,dev_656_46225,IN,0,none
txn_0000109,477,2026-04-01 06:53:12,1109.23,travel,dev_477_48286,IN,0,none
txn_0000110,26,2026-04-01 06:53:27,212.05,digital_goods,dev_26_18920,IN,0,none
txn_0000111,251,2026-04-01 06:54:00,2240.79,digital_goods,dev_251_96026,IN,0,none
txn_0000112,1052,2026-04-01 06:54:36,7331.86,utilities,dev_1052_14225,IN,0,none
txn_0000113,308,2026-04-01 06:54:45,1022.38,dining,dev_308_89106,IN,0,none
txn_0000114,263,2026-04-01 06:55:35,715.17,pharmacy,dev_263_96191,IN,0,none
txn_0000115,678,2026-04-01 06:55:42,1000.82,utilities,dev_678_86880,IN,0,none
txn_0000116,1539,2026-04-01 06:56:12,466.84,entertainment,dev_1539_73022,IN,0,none
txn_0000117,1417,2026-04-01 06:56:26,985.22,entertainment,dev_1417_45135,IN,0,none
txn_0000118,874,2026-04-01 06:57:40,1887.57,fashion,dev_874_12184,IN,0,none
txn_0000119,935,2026-04-01 06:57:49,1002.33,fuel,dev_935_14875,IN,0,none
txn_0000120,1162,2026-04-01 06:58:07,3106.5,dining,dev_1162_78693,IN,0,none
txn_0000121,752,2026-04-01 06:58:49,845.93,grocery,dev_752_15477,IN,0,none
txn_0000122,517,2026-04-01 06:58:54,1521.19,dining,dev_517_78369,NG,0,none
txn_0000123,1280,2026-04-01 07:00:33,824.42,fuel,dev_1280_31316,IN,0,none
txn_0000124,1721,2026-04-01 07:01:33,738.99,pharmacy,dev_1721_80442,IN,0,none
txn_0000125,1228,2026-04-01 07:02:39,435.12,dining,dev_1228_95854,IN,0,none
txn_0000126,363,2026-04-01 07:04:07,269.41,dining,dev_363_86468,IN,0,none
txn_0000127,240,2026-04-01 07:04:54,237.27,fuel,dev_240_88735,IN,0,none
txn_0000128,870,2026-04-01 07:04:58,4101.05,electronics,dev_870_15223,US,0,none
txn_0000129,1417,2026-04-01 07:05:31,1655.34,digital_goods,dev_1417_45135,IN,0,none
txn_0000130,787,2026-04-01 07:05:42,599.98,digital_goods,dev_787_81826,IN,0,none
txn_0000131,208,2026-04-01 07:05:59,757.31,fashion,dev_208_98741,SG,0,none
txn_0000132,819,2026-04-01 07:06:51,490.63,electronics,dev_819_72589,IN,0,none
txn_0000133,892,2026-04-01 07:08:10,1207.43,entertainment,dev_892_54941,RU,0,none
txn_0000134,838,2026-04-01 07:08:32,201.64,pharmacy,dev_838_85250,IN,0,none
txn_0000135,481,2026-04-01 07:09:12,439.88,entertainment,dev_481_77783,IN,0,none
txn_0000136,339,2026-04-01 07:11:22,384.38,electronics,dev_339_60609,IN,0,none
txn_0000137,1735,2026-04-01 07:12:43,1572.4,electronics,dev_1735_75527,IN,0,none
txn_0000138,873,2026-04-01 07:13:10,1027.32,travel,dev_873_31622,IN,0,none
txn_0000139,922,2026-04-01 07:14:12,478.58,dining,dev_922_37589,IN,0,none
txn_0000140,77,2026-04-01 07:14:41,168.66,pharmacy,dev_77_alt,US,0,none
txn_0000141,119,2026-04-01 07:15:15,324.9,electronics,dev_119_87006,IN,0,none
txn_0000142,175,2026-04-01 07:15:55,2721.55,fuel,dev_175_61465,RU,0,none
txn_0000143,736,2026-04-01 07:16:17,217.41,fuel,dev_736_15662,IN,0,none
txn_0000144,615,2026-04-01 07:17:20,880.32,grocery,dev_615_29951,AE,0,none
txn_0000145,1384,2026-04-01 07:18:49,243.05,grocery,dev_1384_74569,AE,0,none
txn_0000146,1676,2026-04-01 07:20:51,2605.64,grocery,dev_1676_36330,IN,0,none
txn_0000147,11,2026-04-01 07:21:18,679.65,fuel,dev_11_62568,IN,0,none
txn_0000148,643,2026-04-01 07:24:58,815.59,pharmacy,dev_643_58109,IN,0,none
txn_0000149,540,2026-04-01 07:25:02,705.51,entertainment,dev_540_87510,NG,0,none
txn_0000150,1204,2026-04-01 07:25:44,538.1,grocery,dev_1204_51961,SG,0,none
txn_0000151,461,2026-04-01 07:26:01,748.18,electronics,dev_461_29755,IN,0,none
txn_0000152,1095,2026-04-01 07:26:17,284.4,digital_goods,dev_1095_39853,IN,0,none
txn_0000153,628,2026-04-01 07:26:29,1075.12,entertainment,dev_628_76783,SG,0,none
txn_0000154,272,2026-04-01 07:26:58,114.06,utilities,dev_272_67198,IN,0,none
txn_0000155,978,2026-04-01 07:27:53,525.46,utilities,dev_978_37000,IN,0,none
txn_0000156,1045,2026-04-01 07:29:11,446.07,utilities,dev_1045_63116,IN,0,none
txn_0000157,303,2026-04-01 07:29:17,282.28,electronics,dev_303_72876,IN,0,none
txn_0000158,1636,2026-04-01 07:29:29,894.26,utilities,dev_1636_70465,IN,0,none
txn_0000159,1618,2026-04-01 07:32:35,644.65,electronics,dev_1618_alt,IN,0,none
txn_0000160,1668,2026-04-01 07:36:22,522.32,dining,dev_1668_61747,IN,0,none
txn_0000161,208,2026-04-01 07:36:46,1104.53,grocery,dev_208_98741,SG,0,none
txn_0000162,652,2026-04-01 07:37:17,571.47,fuel,dev_652_66601,IN,0,none
txn_0000163,819,2026-04-01 07:37:24,590.25,fashion,dev_819_72589,IN,0,none
txn_0000164,1254,2026-04-01 07:37:58,321.97,pharmacy,dev_1254_82720,IN,0,none
txn_0000165,772,2026-04-01 07:38:11,312.7,electronics,dev_772_67852,IN,0,none
txn_0000166,167,2026-04-01 07:38:58,641.62,fashion,dev_167_28347,BR,0,none
txn_0000167,48,2026-04-01 07:40:03,320.68,fashion,dev_48_28814,IN,0,none
txn_0000168,870,2026-04-01 07:40:40,2424.8,electronics,dev_870_15223,US,0,none
txn_0000169,857,2026-04-01 07:40:52,470.54,entertainment,dev_857_19277,IN,0,none
txn_0000170,1308,2026-04-01 07:41:06,397.28,digital_goods,dev_1308_22998,IN,0,none
txn_0000171,1424,2026-04-01 07:41:43,1428.83,grocery,dev_1424_68873,IN,0,none
txn_0000172,327,2026-04-01 07:45:21,751.87,digital_goods,dev_327_90100,IN,0,none
txn_0000173,263,2026-04-01 07:45:45,495.01,pharmacy,dev_263_96191,IN,0,none
txn_0000174,308,2026-04-01 07:47:48,1778.03,pharmacy,dev_308_89106,IN,0,none
txn_0000175,796,2026-04-01 07:48:24,375.79,grocery,dev_796_12039,IN,0,none
txn_0000176,299,2026-04-01 07:48:40,737.62,entertainment,dev_299_12958,IN,0,none
txn_0000177,877,2026-04-01 07:49:29,753.65,pharmacy,dev_877_72409,IN,0,none
txn_0000178,924,2026-04-01 07:51:02,223.94,electronics,dev_924_76974,IN,0,none
txn_0000179,1495,2026-04-01 07:51:31,6294.71,electronics,dev_1495_56508,IN,0,none
txn_0000180,793,2026-04-01 07:51:45,1050.67,dining,dev_793_63916,IN,0,none
txn_0000181,1416,2026-04-01 07:52:38,4158.0,utilities,dev_1416_54539,IN,0,none
txn_0000182,744,2026-04-01 07:53:01,590.69,pharmacy,dev_744_29725,IN,0,none
txn_0000183,922,2026-04-01 07:53:41,363.54,dining,dev_922_37589,IN,0,none
txn_0000184,796,2026-04-01 07:53:55,811.63,grocery,dev_796_12039,IN,0,none
txn_0000185,1604,2026-04-01 07:55:02,839.93,fuel,dev_1604_89155,IN,0,none
txn_0000186,1587,2026-04-01 07:55:30,343.38,fuel,dev_1587_48426,US,0,none
txn_0000187,772,2026-04-01 07:55:42,854.2,electronics,dev_772_67852,IN,0,none
txn_0000188,1259,2026-04-01 07:56:49,254.24,dining,dev_1259_31778,IN,0,none
txn_0000189,485,2026-04-01 07:57:09,169.59,dining,dev_485_39312,IN,0,none
txn_0000190,1066,2026-04-01 07:57:36,802.51,grocery,dev_1066_65818,IN,0,none
txn_0000191,1432,2026-04-01 07:57:40,1695.92,utilities,dev_1432_73064,IN,0,none
txn_0000192,12,2026-04-01 07:58:19,1249.73,electronics,dev_12_62294,IN,0,none
txn_0000193,1503,2026-04-01 07:59:10,428.13,entertainment,dev_1503_48262,IN,0,none
txn_0000194,1138,2026-04-01 07:59:26,528.28,dining,dev_1138_69007,IN,0,none
txn_0000195,1317,2026-04-01 08:00:38,1928.4,fashion,dev_1317_14966,IN,0,none
txn_0000196,605,2026-04-01 08:00:46,395.47,dining,dev_605_10761,IN,0,none
txn_0000197,1324,2026-04-01 08:01:45,976.78,utilities,dev_1324_42236,IN,0,none
txn_0000198,389,2026-04-01 08:03:14,2434.95,entertainment,dev_389_31086,IN,0,none
txn_0000199,663,2026-04-01 08:03:28,431.86,travel,dev_663_30180,GB,0,none
txn_0000200,652,2026-04-01 08:03:48,409.2,dining,dev_652_66601,IN,0,none
txn_0000201,1218,2026-04-01 08:08:41,398.16,digital_goods,dev_1218_alt,SG,0,none
txn_0000202,1693,2026-04-01 08:09:43,493.86,utilities,dev_1693_54628,IN,0,none
txn_0000203,1692,2026-04-01 08:10:34,2001.8,dining,dev_1692_49984,IN,0,none
txn_0000204,48,2026-04-01 08:10:35,578.67,fuel,dev_48_28814,IN,0,none
txn_0000205,1285,2026-04-01 08:11:10,837.99,entertainment,dev_1285_96154,IN,0,none
txn_0000206,548,2026-04-01 08:12:33,900.4,pharmacy,dev_548_75630,IN,0,none
txn_0000207,230,2026-04-01 08:13:30,1172.78,entertainment,dev_230_12341,US,0,none
txn_0000208,1084,2026-04-01 08:13:36,658.57,entertainment,dev_1084_79018,IN,0,none
txn_0000209,1552,2026-04-01 08:13:44,485.73,pharmacy,dev_1552_56829,IN,0,none
txn_0000210,808,2026-04-01 08:14:13,2616.67,fashion,dev_808_54006,GB,0,none
txn_0000211,1747,2026-04-01 08:14:43,1507.04,grocery,dev_1747_97025,IN,0,none
txn_0000212,1712,2026-04-01 08:15:09,962.11,digital_goods,dev_1712_56050,BR,0,none
txn_0000213,1648,2026-04-01 08:15:22,416.05,digital_goods,dev_1648_10365,IN,0,none
txn_0000214,1153,2026-04-01 08:16:13,1268.64,utilities,dev_1153_24108,IN,0,none
txn_0000215,441,2026-04-01 08:16:32,459.05,electronics,dev_441_44864,IN,0,none
txn_0000216,944,2026-04-01 08:17:07,583.54,travel,dev_944_67272,IN,0,none
txn_0000217,1204,2026-04-01 08:18:20,304.06,electronics,dev_1204_51961,SG,0,none
txn_0000218,559,2026-04-01 08:20:33,624.78,fashion,dev_559_23985,US,0,none
txn_0000219,1634,2026-04-01 08:20:42,933.2,grocery,dev_1634_alt,IN,0,none
txn_0000220,855,2026-04-01 08:20:42,567.07,fashion,dev_855_67512,IN,0,none
txn_0000221,197,2026-04-01 08:23:00,653.49,utilities,dev_197_24066,AE,0,none
txn_0000222,844,2026-04-01 08:23:21,368.66,entertainment,dev_844_32204,IN,0,none
txn_0000223,1034,2026-04-01 08:25:23,776.82,electronics,dev_1034_41790,US,0,none
txn_0000224,967,2026-04-01 08:25:37,1404.58,fashion,dev_967_12488,IN,0,none
txn_0000225,855,2026-04-01 08:26:20,778.28,fashion,dev_855_67512,IN,0,none
txn_0000226,772,2026-04-01 08:26:20,445.23,electronics,dev_772_67852,IN,0,none
txn_0000227,1162,2026-04-01 08:26:30,2892.43,digital_goods,dev_1162_78693,IN,0,none
txn_0000228,663,2026-04-01 08:27:47,410.51,electronics,dev_663_30180,GB,0,none
txn_0000229,656,2026-04-01 08:28:49,521.86,electronics,dev_656_46225,IN,0,none
txn_0000230,645,2026-04-01 08:30:18,306.68,entertainment,dev_645_54343,IN,0,none
txn_0000231,363,2026-04-01 08:32:41,992.49,utilities,dev_363_86468,IN,0,none
txn_0000232,1342,2026-04-01 08:32:57,263.96,fuel,dev_1342_43202,IN,0,none
txn_0000233,995,2026-04-01 08:33:09,460.58,fuel,dev_995_39444,IN,0,none
txn_0000234,342,2026-04-01 08:33:20,5796.25,grocery,dev_342_75063,IN,0,none
txn_0000235,1195,2026-04-01 08:36:18,881.59,fashion,dev_1195_69214,IN,0,none
txn_0000236,996,2026-04-01 08:36:32,2718.75,pharmacy,dev_996_73776,IN,0,none
txn_0000237,1180,2026-04-01 08:37:44,91.12,fashion,dev_1180_73058,AE,0,none
txn_0000238,1161,2026-04-01 08:37:44,543.39,fuel,dev_1161_18816,IN,0,none
txn_0000239,1659,2026-04-01 08:39:32,542.38,travel,dev_1659_94155,IN,0,none
txn_0000240,1700,2026-04-01 08:40:07,1880.69,electronics,dev_1700_79627,IN,0,none
txn_0000241,149,2026-04-01 08:41:49,1365.53,digital_goods,dev_149_80274,IN,0,none
txn_0000242,976,2026-04-01 08:43:00,783.16,utilities,dev_976_74033,IN,0,none
txn_0000243,560,2026-04-01 08:43:49,298.26,digital_goods,dev_560_20208,IN,0,none
txn_0000244,1139,2026-04-01 08:44:01,683.4,electronics,dev_1139_77017,IN,0,none
txn_0000245,441,2026-04-01 08:44:09,360.33,electronics,dev_441_44864,IN,0,none
txn_0000246,207,2026-04-01 08:44:45,284.07,entertainment,dev_207_35872,BR,0,none
txn_0000247,485,2026-04-01 08:46:18,116.71,utilities,dev_485_39312,IN,0,none
txn_0000248,83,2026-04-01 08:48:25,376.4,fuel,dev_83_20858,IN,0,none
txn_0000249,659,2026-04-01 08:48:31,629.94,entertainment,dev_659_14899,IN,0,none
txn_0000250,1208,2026-04-01 08:50:04,163.26,entertainment,dev_1208_80075,IN,0,none
txn_0000251,1789,2026-04-01 08:51:55,2031.49,entertainment,dev_1789_41773,IN,0,none
txn_0000252,447,2026-04-01 08:52:26,466.28,electronics,dev_447_alt,IN,0,none
txn_0000253,874,2026-04-01 08:52:45,1505.08,fashion,dev_874_12184,IN,0,none
txn_0000254,560,2026-04-01 08:52:47,218.49,digital_goods,dev_560_20208,IN,0,none
txn_0000255,1384,2026-04-01 08:52:50,189.55,grocery,dev_1384_74569,SG,0,none
txn_0000256,1138,2026-04-01 08:53:04,344.58,dining,dev_1138_alt,IN,0,none
txn_0000257,1431,2026-04-01 08:53:04,1235.99,fuel,dev_1431_77764,IN,0,none
txn_0000258,713,2026-04-01 08:53:04,473.57,entertainment,dev_713_47248,IN,0,none
txn_0000259,1487,2026-04-01 08:53:26,325.13,grocery,dev_1487_alt,IN,0,none
txn_0000260,1791,2026-04-01 08:55:11,294.31,fuel,dev_1791_70128,GB,0,none
txn_0000261,821,2026-04-01 08:56:01,62.17,grocery,dev_821_19678,IN,0,none
txn_0000262,555,2026-04-01 08:56:26,128.59,entertainment,dev_555_41112,IN,0,none
txn_0000263,967,2026-04-01 08:57:04,3022.11,digital_goods,dev_967_12488,IN,0,none
txn_0000264,598,2026-04-01 08:57:36,2498.49,fashion,dev_598_alt,IN,0,none
txn_0000265,470,2026-04-01 08:58:13,475.32,digital_goods,dev_470_92388,IN,0,none
txn_0000266,1416,2026-04-01 08:58:29,2090.45,utilities,dev_1416_54539,IN,0,none
txn_0000267,207,2026-04-01 08:59:18,302.35,entertainment,dev_207_35872,BR,0,none
txn_0000268,327,2026-04-01 09:01:40,551.63,fuel,dev_327_90100,IN,0,none
txn_0000269,62,2026-04-01 09:01:41,1180.47,utilities,dev_62_31723,SG,0,none
txn_0000270,1471,2026-04-01 09:01:52,230.56,pharmacy,dev_1471_69703,IN,0,none
txn_0000271,517,2026-04-01 09:06:16,2811.12,dining,dev_517_78369,NG,0,none
txn_0000272,1719,2026-04-01 09:06:18,329.88,digital_goods,dev_1719_24186,IN,0,none
txn_0000273,849,2026-04-01 09:06:47,578.83,travel,dev_849_65878,IN,0,none
txn_0000274,137,2026-04-01 09:07:38,972.75,dining,dev_137_59521,IN,0,none
txn_0000275,175,2026-04-01 09:10:22,882.45,entertainment,dev_175_61465,RU,0,none
txn_0000276,1162,2026-04-01 09:10:26,3414.44,digital_goods,dev_1162_78693,IN,0,none
txn_0000277,1725,2026-04-01 09:11:58,256.89,fashion,dev_1725_30910,RU,0,none
txn_0000278,823,2026-04-01 09:12:22,236.04,utilities,dev_823_alt,SG,0,none
txn_0000279,1137,2026-04-01 09:12:36,501.84,entertainment,dev_1137_47495,IN,0,none
txn_0000280,1632,2026-04-01 09:12:56,300.07,digital_goods,dev_1632_44130,IN,0,none
txn_0000281,1290,2026-04-01 09:12:57,1115.69,pharmacy,dev_1290_61578,AE,0,none
txn_0000282,1318,2026-04-01 09:13:22,1326.22,dining,dev_1318_61905,IN,0,none
txn_0000283,1061,2026-04-01 09:13:48,368.97,travel,dev_1061_68931,IN,0,none
txn_0000284,1692,2026-04-01 09:14:33,1691.65,dining,dev_1692_alt,IN,0,none
txn_0000285,1024,2026-04-01 09:17:04,698.92,fuel,dev_1024_61544,AE,0,none
txn_0000286,1503,2026-04-01 09:17:47,1562.59,entertainment,dev_1503_48262,IN,0,none
txn_0000287,767,2026-04-01 09:18:08,186.55,travel,dev_767_alt,IN,0,none
txn_0000288,347,2026-04-01 09:18:40,1518.36,dining,dev_347_11798,IN,0,none
txn_0000289,146,2026-04-01 09:18:52,1018.09,fuel,dev_146_77910,IN,0,none
txn_0000290,1147,2026-04-01 09:19:25,473.93,travel,dev_1147_12543,IN,0,none
txn_0000291,156,2026-04-01 09:19:33,653.24,fashion,dev_156_89924,IN,0,none
txn_0000292,1753,2026-04-01 09:19:41,105.84,fuel,dev_1753_60330,IN,0,none
txn_0000293,1066,2026-04-01 09:19:47,670.15,grocery,dev_1066_65818,IN,0,none
txn_0000294,145,2026-04-01 09:20:55,297.37,digital_goods,dev_145_46903,IN,0,none
txn_0000295,0,2026-04-01 09:21:02,112.72,utilities,dev_0_80745,IN,0,none
txn_0000296,1139,2026-04-01 09:21:05,168.13,utilities,dev_1139_77017,IN,0,none
txn_0000297,1136,2026-04-01 09:22:23,1176.81,digital_goods,dev_1136_95343,IN,0,none
txn_0000298,11,2026-04-01 09:22:47,1192.36,dining,dev_11_62568,IN,0,none
